BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
E4:C3:2A:F1:86:7A,2023-05-09 01:03:14,2023-05-09 02:59:36,6,10,WPA2, ,PSK,-82, ,0,0.0.0.0,10,Deco -MESH, ,44.278448,26.049546
C6:C9:E3:53:D6:CE,2023-05-09 01:03:24,2023-05-09 02:59:47,4,10,WPA2, ,PSK,-64, ,0,0.0.0.0,17,C6C9E353D6CE, ,44.278448,26.0495459999999
EA:C3:2A:F1:86:7A,2023-05-09 01:04:18,2023-05-09 02:59:57,8,10,WPA2, ,PSK,-82, ,0,0.0.0.0,17,EAC32AF1867A, ,44.278448,26.049546
94:E4:BA:A2:BA:66,2023-05-09 01:04:51,2023-05-09 02:59:58,11,10,WPA2, ,PSK,-78, ,0,0.0.0.0,16,HUAWEI_H122_BA66, ,44.278448,26.049546
50:0F:F5:51:B8:41,2023-05-09 01:04:51,2023-05-09 02:59:58,11,110,WPA2, ,PSK,-72, ,3,0.0.0.0,9,DIGI-NT3z, ,44.2784480000001,26.0495459999999
D6:21:F9:F5:17:C1,2023-05-09 01:06:38,2023-05-09 02:59:46,1,10,WPA2, ,PSK,-74, ,0,0.0.0.0,10,MOB_auto_s, ,44.278448,26.0495459999999
C0:C9:E3:53:D6:CE,2023-05-09 01:06:38,2023-05-09 02:59:47,4,10,WPA2, ,PSK,-76, ,0,0.0.0.0,5,Alex3, ,44.278448,26.0495459999999
00:62:EC:32:B3:71,2023-05-09 01:07:21,2023-05-09 02:59:36,6,10,WPA2, ,PSK,-78, ,0,0.0.0.0,18,Art Klett - Guests, ,44.2784479999999,26.0495459999999
80:8C:97:2E:DB:6D,2023-05-09 01:13:38,2023-05-09 02:59:58,8,10,WPA2, ,PSK,-84, ,0,0.0.0.0,7,yficher, ,44.278448,26.049546
DC:99:14:DC:66:56,2023-05-09 01:22:57,2023-05-09 02:59:36,8,10,WPA2, ,PSK,-78, ,0,0.0.0.0,8,WiFi_2.4, ,44.278448,26.049546
E8:6E:44:08:78:3C,2023-05-09 01:02:00,2023-05-09 03:00:08,10,60,WPA2, ,PSK,-60, ,34,0.0.0.0,9,DIGI-yfRF, ,44.278448,26.0495459999999
90:9A:4A:F9:F7:5B,2023-05-09 01:03:56,2023-05-09 03:00:13,5,10,WPA2, ,PSK,-78, ,2,0.0.0.0,4,ARCA, ,44.278448,26.049546
64:70:02:84:D1:F8,2023-05-09 01:05:07,2023-05-09 03:00:35,9,10,WPA2, ,PSK,-60, ,0,0.0.0.0,5,Matty, ,44.278448,26.0495459999999
84:A9:3E:DD:72:68,2023-05-09 01:07:10,2023-05-09 03:00:29,6,60,WPA2, ,PSK,-80, ,0,0.0.0.0,30,DIRECT-67-HP Ink Tank Wireless, ,44.278448,26.049546
34:DB:9C:D2:84:25,2023-05-09 01:08:05,2023-05-09 03:00:09,13,10,WPA2, ,PSK,-82, ,4,0.0.0.0,14,Telekom-vqvfLO, ,44.2784479999999,26.049546
7E:83:C2:3D:AD:C9,2023-05-09 01:09:51,2023-05-09 03:00:13,1,10,WPA2, ,PSK,-74, ,0,0.0.0.0,17,7E83C23DADC9, ,44.278448,26.049546
F4:91:1E:67:DD:48,2023-05-09 01:28:08,2023-05-09 03:00:29,1,10,WPA2, ,PSK,-84, ,0,0.0.0.0,8,1e67dd48, ,44.278448,26.049546
8A:A2:F4:8A:14:BC,2023-05-09 01:02:14,2023-05-09 03:00:51,10,10,WPA2, ,PSK,-74, ,17,0.0.0.0,12,TP-Link_14BC, ,44.278448,26.0495459999999
8A:A2:F4:8A:14:BD,2023-05-09 01:02:14,2023-05-09 03:01:02,10,10,WPA2, ,PSK,-74, ,39,0.0.0.0,17,8AA2F48A14BD, ,44.2784480000001,26.0495459999999
C0:C9:E3:27:AE:12,2023-05-09 01:02:30,2023-05-09 03:01:01,2,10,WPA2, ,PSK,-84, ,0,0.0.0.0,4,Home, ,44.278448,26.049546
A4:F3:3B:1B:3F:68,2023-05-09 01:04:07,2023-05-09 03:00:51,4,0,, ,,0, ,0,0.0.0.0,17,A4F33B1B3F68, ,0,0
D6:21:F9:F5:15:11,2023-05-09 01:05:06,2023-05-09 03:01:02,6,10,WPA2, ,PSK,-72, ,0,0.0.0.0,10,MOB_auto_s, ,44.278448,26.0495459999999
AC:22:05:5E:7B:5A,2023-05-09 01:01:57,2023-05-09 03:01:17,1,10,WPA2, ,PSK,-58, ,0,0.0.0.0,10,UPC119AEEE, ,44.2784479999999,26.0495459999999
30:B5:C2:AE:34:A2,2023-05-09 01:01:57,2023-05-09 03:01:12,1,10,WPA2, ,PSK,-68, ,0,0.0.0.0,9,Amba Peru, ,44.2784479999999,26.0495459999999
D6:21:F9:F5:0F:AE,2023-05-09 01:01:59,2023-05-09 03:01:35,44,60,WPA2, ,PSK,-82, ,0,0.0.0.0,8,MOB_auto, ,44.278448,26.0495459999999
DA:21:F9:F5:0F:AE,2023-05-09 01:01:59,2023-05-09 03:01:35,44,60,WPA2, ,PSK,-82, ,0,0.0.0.0,10,MOB_auto_s, ,44.278448,26.0495459999999
DE:21:F9:F5:0F:AE,2023-05-09 01:01:59,2023-05-09 03:01:35,44,60,WPA2, ,PSK,-82, ,0,0.0.0.0,17,DE21F9F50FAE, ,44.278448,26.0495459999999
