BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
72:74:14:57:E5:53,2023-05-09 11:20:32,2023-05-09 11:20:40,153,60,WPA2, ,PSK,-63, ,0,0.0.0.0,10,My VW 2487, ,45.383504,28.020105
2C:05:47:74:72:1B,2023-05-09 11:21:30,2023-05-09 11:22:24,6,10,WPA2, ,PSK,-60, ,0,0.0.0.0,15,70mai_M300_721b, ,45.383504,28.020105
8A:5A:85:65:D3:1E,2023-05-09 11:22:48,2023-05-09 11:22:56,6,10,WPA2, ,PSK,-46, ,0,0.0.0.0,13,Audi_MMI_3392, ,45.383504,28.020105
92:06:C3:CB:8D:69,2023-05-09 11:16:27,2023-05-09 11:23:18,7,10,WPA2, ,PSK,-84, ,0,0.0.0.0,17,9206C3CB8D69, ,45.383504,28.020105
8A:5A:85:05:D3:1E,2023-05-09 11:22:41,2023-05-09 11:23:01,149,60,WPA2, ,PSK,-66, ,0,0.0.0.0,18,Audi_MMI_3392_5GHz, ,45.383504,28.020105
00:54:AF:59:E5:2E,2023-05-09 11:24:39,2023-05-09 11:24:47,2,10,WPA2, ,PSK,-40, ,0,0.0.0.0,11,HotspotE52E, ,45.383504,28.020105
7A:E8:47:13:40:65,2023-05-09 11:25:47,2023-05-09 11:25:58,12,,, ,,, ,0,0.0.0.0,17,7AE847134065, ,0,0
44:27:F3:B1:70:94,2023-05-09 11:07:34,2023-05-09 11:26:57,11,10,WPA2, ,PSK,-42, ,0,0.0.0.0,20,70mai_Pro Plus+_7094, ,0,90
72:74:14:9E:B3:95,2023-05-09 11:26:56,2023-05-09 11:27:17,153,60,WPA2, ,PSK,-72, ,0,0.0.0.0,15,My Skoda Sergiu, ,45.383504,28.020105
8A:5A:85:80:09:BD,2023-05-09 11:27:28,2023-05-09 11:27:47,153,60,WPA2, ,PSK,-68, ,0,0.0.0.0,17,DIRECT-MBUX 98317, ,45.383504,28.020105
8A:5A:85:90:09:BD,2023-05-09 11:27:32,2023-05-09 11:27:37,1,60,WPA2, ,PSK,-68, ,0,0.0.0.0,17,DIRECT-MBUX 98317, ,45.383504,28.020105
88:5A:85:0C:0D:52,2023-05-09 11:27:33,2023-05-09 11:27:44,149,60,WPA2, ,PSK,-72, ,2,0.0.0.0,17,885A850C0D52, ,45.383504,28.020105
E8:65:D4:86:FE:A1,2023-05-09 11:21:44,2023-05-09 11:30:12,10,10,WPA2, ,PSK,-76, ,0,0.0.0.0,9,Cristinel, ,45.383504,28.020105
14:22:33:6C:4D:50,2023-05-09 11:04:58,2023-05-09 11:30:55,11,10,WPA2, ,PSK,-58, ,1,0.0.0.0,11,DIGI_6c4d50, ,45.383504,28.020105
66:05:E4:CD:AC:65,2023-05-09 11:31:10,2023-05-09 11:31:18,149,60,WPA2, ,PSK,-62, ,0,0.0.0.0,17,Uconnect-36656533, ,0,90
A2:69:51:21:6A:A7,2023-05-09 11:31:11,2023-05-09 11:31:19,1,10,WPA2, ,PSK,-46, ,1,0.0.0.0,12,WithRefugees, ,0,1.31615634599842E-24
34:75:63:5A:86:DE,2023-05-09 11:31:52,2023-05-09 11:32:00,6,10,WPA2, ,PSK,-44, ,0,0.0.0.0,14,70mai_d06_86de, ,45.383504,28.020105
AA:B8:6E:88:A1:8C,2023-05-09 11:32:13,2023-05-09 11:32:24,8,,, ,,, ,0,0.0.0.0,17,AAB86E88A18C, ,0,0
B0:D8:88:44:52:D5,2023-05-09 11:32:35,2023-05-09 11:32:35,6,10,WPA2, ,PSK,-78, ,0,0.0.0.0,25,Smartphone_connect_4452d5, ,45.383504,28.020105
A2:CD:A8:4C:1B:29,2023-05-09 11:32:41,2023-05-09 11:32:41,11,,, ,,, ,0,0.0.0.0,17,A2CDA84C1B29, ,0,0
